温度,频率,磁芯损耗,峰值磁通密度,P_pred_SE,k_T,P_pred_Mod,误差_SE,误差_Mod
25,70840,4089.657062,0.031475888,2029.0474420958774,0.28608909370256097,3025.146697952211,50.38587804954984,26.02933077051704
25,70840,5561.224672,0.035052595,2657.397843806523,0.28608909370256097,3961.9666576316376,52.215599970521694,28.757299132696552
25,70840,7428.611375,0.039364992,3554.3859636657967,0.28608909370256097,5299.303869467231,52.15275393692544,28.663600746414993
25,70840,9781.334899,0.044128618,4732.796756892473,0.28608909370256097,7056.21967439225,51.61399946160382,27.8603611137612
25,70830,13030.14014,0.049743977,6388.716790145532,0.28608909370256097,9525.063387328806,50.96970008378181,26.899762512233377
25,70840,17428.60715,0.056075099,8628.391086982785,0.28608909370256097,12864.237801391373,50.49293949469287,26.188950782613894
25,70840,38034.45168,0.078502965,20053.284930773232,0.28608909370256097,29897.836508327906,47.275998351468196,21.39275002602612
25,70840,64866.78904,0.098838885,35723.2646284648,0.28608909370256097,53260.51712188937,44.928267365853266,17.89247177157736
25,70840,84929.72944,0.111064775,47852.77568761462,0.28608909370256097,71344.64347945733,43.6560365808995,15.995677897620142
25,70840,109923.077,0.124094997,63193.203158091936,0.28608909370256097,94215.9882024542,42.51143173685728,14.289164046550301
25,70840,144795.5963,0.139763871,85136.00757837911,0.28608909370256097,126930.94644279794,41.202626492875524,12.337840593016754
25,70840,398991.6659,0.216688124,255547.9286029182,0.28608909370256097,381001.42773552553,35.95156228978311,4.508925800215439
25,70840,677349.1971,0.273112449,456459.8418821463,0.28608909370256097,680544.9467417205,32.61085362816822,0.4718023813127445
25,79470,1351.668508,0.019528307,737.5887571811447,0.28608909370256097,1099.68557015523,45.43123903415343,18.642362114185623
25,79460,2547.825849,0.024900745,1356.1054112926918,0.28608909370256097,2021.8442023266223,46.774014722201215,20.644332770225287
25,79460,3427.227242,0.028096496,1835.4373810242184,0.28608909370256097,2736.48965386838,46.445413407920775,20.15441461443716
25,79470,4655.897506,0.031205008,2388.1349689306235,0.28608909370256097,3560.5173470277637,48.707312266795775,23.526724064707892
25,79460,6205.058112,0.034994642,3182.3153809327105,0.28608909370256097,4744.576527262997,48.71417280076054,23.536952569591065
25,79460,8367.055189,0.039476588,4304.614393760768,0.28608909370256097,6417.83417631278,48.55281462204339,23.29638049059151
25,79470,11089.48772,0.044323776,5755.68859960936,0.28608909370256097,8581.269220380651,48.09779545335607,22.61798347182216
25,79470,14658.56285,0.049693959,7666.420747428925,0.28608909370256097,11430.017321448642,47.700052004559744,22.024979949186203
25,79470,19233.50271,0.056103456,10390.965292033652,0.28608909370256097,15492.094314592327,45.97465969299956,19.452558651536823
25,79460,32688.69228,0.069754037,17932.569869461335,0.28608909370256097,26736.02075580986,45.14136657454155,18.21018556876372
25,79460,55945.83678,0.087732676,31862.570109166205,0.28608909370256097,47504.531808507796,43.04746886803789,15.088352337434111
25,79460,74362.24612,0.099049001,43186.78059495404,0.28608909370256097,64388.01971878119,41.92378142362378,13.4130246484529
25,79460,128576.4162,0.125062307,77483.81620408817,0.28608909370256097,115522.14397333814,39.737147375796766,10.15292898376947
25,79460,166639.6736,0.139881879,102593.53247924698,0.28608909370256097,152958.71332129338,38.43390936691863,8.209905830436423
25,79470,218449.8965,0.156669065,136328.77802307912,0.28608909370256097,203255.25372949376,37.59265616173953,6.955664897971804
25,79460,273541.545,0.172642027,173854.7723804963,0.28608909370256097,259203.49602414077,36.44301000767678,5.241634858741189
25,79460,360199.2721,0.194522206,234469.17748266982,0.28608909370256097,349574.7035370469,34.905704801764415,2.9496363224197344
25,79460,461810.5667,0.216796032,307682.1358133144,0.28608909370256097,458729.341593458,33.37481686225903,0.6672054146703003
25,79460,613904.3362,0.24532644,419459.1823886648,0.28608909370256097,625379.9365174449,31.67352669553195,1.8692815216907546
25,89080,1129.391913,0.017465274,669.7122275264968,0.28608909370256097,998.4871184615059,40.701520896537815,11.590732413761671
25,89080,1532.851361,0.019691659,904.6901436158279,0.28608909370256097,1348.820310382872,40.97991712480022,12.005798820380726
25,89080,2119.668152,0.022148216,1214.7261994418861,0.28608909370256097,1811.0591575729266,42.69262392343167,14.559307037560925
25,89090,5166.874084,0.031061485,2836.195068438213,0.28608909370256097,4228.538952825917,45.10810555223483,18.160596057097248
25,89080,7061.093869,0.035040861,3836.058207896476,0.28608909370256097,5719.25455266026,45.67331522474517,19.003278263028857
25,89080,9430.12443,0.039326997,5122.788713696325,0.28608909370256097,7637.666345316048,45.67634020396139,19.007788263976828
25,89080,12766.46246,0.044447876,6962.389997863258,0.28608909370256097,10380.364044191874,45.463435782011786,18.690364878166307
25,89090,21893.48022,0.055365141,12076.206479639677,0.28608909370256097,18004.65351265297,44.84108347192836,17.762487591143834
25,89080,28291.14184,0.062112426,16107.847539843837,0.28608909370256097,24015.506382612068,43.06398931884244,15.11298300213086
25,89090,49708.07326,0.078637194,29101.587161490224,0.28608909370256097,43388.128084286895,41.45500870799548,12.71412219632088
25,89080,65196.27638,0.088198356,38792.603800411656,0.28608909370256097,57836.655199429544,40.498743249833964,11.288407236134946
25,89080,85243.35886,0.098803918,51565.47640949807,0.28608909370256097,76879.98193250461,39.50792519310862,9.811177127864037
25,89090,112150.6467,0.110936068,68947.13935399875,0.28608909370256097,102794.64472972366,38.52274473420513,8.34235222495274
25,89080,147631.7533,0.124656679,92337.82010126926,0.28608909370256097,137668.27023370346,37.45395686412318,6.748875390004973
25,89090,193355.8322,0.139410931,122245.29892542516,0.28608909370256097,182257.91803194146,36.77703044458508,5.739632490929615
25,89080,245886.8962,0.154546103,158253.30165290233,0.28608909370256097,235942.9567801555,35.63979858276712,4.044111163921585
25,89090,321281.5746,0.173458631,211401.01539735796,0.28608909370256097,315181.9274429972,34.200703647398655,1.8985362495801104
25,89090,415631.7819,0.193693439,278754.09298519156,0.28608909370256097,415599.95416557114,32.93244041374605,0.00765767581183747
25,89090,542772.7158,0.217606743,373206.313400353,0.28608909370256097,556420.625370793,31.240774906992293,2.514479665890575
25,89080,711545.3171,0.244854323,501531.10492394696,0.28608909370256097,747742.5783666377,29.515226525837402,5.087133650765152
25,89090,896343.4213,0.268636473,632827.3254389021,0.28608909370256097,943494.6932280574,29.399010423807294,5.26040252068477
25,99950,1299.233133,0.017495601,809.2407065908712,0.28608909370256097,1206.5128693408892,37.71397249373633,7.136537800957601
25,99950,1755.831126,0.019720085,1092.3732235002626,0.28608909370256097,1628.6407017619072,37.7859745550346,7.2438870888368605
25,99950,2390.408185,0.02220843,1471.4137712714369,0.28608909370256097,2193.7597017866406,38.44508312410096,8.226565004560475
25,99950,3242.978165,0.024681526,1917.2256894247191,0.28608909370256097,2858.4294498316035,40.880709277772176,11.85788789202028
25,99960,5892.742949,0.03122402,3457.0839376843705,0.28608909370256097,5154.234367150558,41.33319631274535,12.53250970288408
25,99950,7874.71143,0.034952926,4586.176399270008,0.28608909370256097,6837.620502430053,41.76070526472603,13.169891199047365
25,99950,10735.42591,0.039449802,6211.569609872136,0.28608909370256097,9260.951175688224,42.13951396109876,13.734664527266771
25,99950,14477.24774,0.044490687,8396.672513954332,0.28608909370256097,12518.764028078736,42.000906078614,13.52801131191573
25,99950,18907.91771,0.049435027,10935.127175469745,0.28608909370256097,16303.395958248208,42.16641227666024,13.774767754432931
25,99950,42837.66482,0.069943588,26097.72945588086,0.28608909370256097,38909.617611482936,39.07760946928091,9.169610960406834
25,99950,74230.01899,0.08788999,46263.346798065926,0.28608909370256097,68974.9327190813,37.67569047193918,7.0794623824987
25,99950,99316.153,0.099362171,62920.66823958678,0.28608909370256097,93809.66053771468,36.646087933362885,5.544407728202408
25,99950,281919.8367,0.153915662,188453.32052303533,0.28608909370256097,280968.7582807398,33.15357914186982,0.33735775048430877
25,99950,371891.5855,0.173215306,253397.00862642206,0.28608909370256097,377794.57888149604,31.862666834546577,1.5872887722263491
25,99950,486551.2281,0.194284479,337878.49957394844,0.28608909370256097,503749.6936194751,30.556438857758906,3.534769727462355
25,99950,642255.3272,0.21943652,458444.7235943296,0.28608909370256097,683504.2458851822,28.6195529754526,6.422510945142708
25,99950,808495.9048,0.240632924,577652.9489998964,0.28608909370256097,861234.1313342347,28.552149049809707,6.523004782229629
25,99950,1026883.575,0.267734381,754824.6160931638,0.28608909370256097,1125382.8508556783,26.493651815088786,9.592058754633248
25,112170,1114.703914,0.015975163,775.4528293334439,0.28608909370256097,1156.1378592767867,30.434187985326844,3.717035955144834
25,112160,1964.803519,0.019741064,1317.9953590118882,0.28608909370256097,1965.0251765984838,32.919737456359464,0.01128141294232466
25,112160,3628.229323,0.024608916,2290.083523866371,0.28608909370256097,3414.3305210759872,36.88151106245908,5.895404696943209
25,112160,4949.221631,0.027794398,3107.153252354494,0.28608909370256097,4632.5158329873675,37.219355203402216,6.399103164604932
25,112160,6603.373697,0.031126252,4126.781993488803,0.28608909370256097,6152.700356713193,37.504945458960556,6.824895287867072
25,112170,9111.892514,0.035171125,5606.25635308221,0.28608909370256097,8358.477748002733,38.47319484433714,8.268477320597002
25,112160,21305.04772,0.049359233,13108.072945697797,0.28608909370256097,19543.083500913366,38.47433191434411,8.270172600611442
25,112160,28708.38837,0.055652012,17707.79264942619,0.28608909370256097,26400.895982057988,38.318402199370176,8.037693924864557
25,112160,36731.5784,0.062027007,23239.436783193785,0.28608909370256097,34648.13290631076,36.731722960226,5.672082672301489
25,112160,49122.63239,0.069874831,31326.89910148603,0.28608909370256097,46705.88937834433,36.22715726475742,4.919815763268528
25,112160,64903.79723,0.078351184,41740.5358982085,0.28608909370256097,62231.78508472478,35.68860732401789,4.116881075241849
25,112160,114103.3322,0.099044051,75108.27336391104,0.28608909370256097,111980.4004784779,34.175214767381675,1.860534377559667
25,112160,194634.2954,0.123227204,129870.44344283453,0.28608909370256097,193626.39581106254,33.27463529696394,0.5178427506139618
25,112160,329555.1343,0.1543252,228287.35380163277,0.28608909370256097,340358.1011511041,30.72863079905207,3.2780453789774593
25,112160,432205.1043,0.172992239,303937.31254455936,0.28608909370256097,453146.1110041392,29.677528210404486,4.845154880355996
25,112160,579176.7738,0.196221242,416815.7865240752,0.28608909370256097,621438.8456857373,28.033062550258776,7.296921043372365
25,112160,737413.5818,0.216041922,530518.326543324,0.28608909370256097,790960.1966171447,28.056881560501246,7.2614088130082095
25,112160,1223675.078,0.270371332,930895.1644456646,0.28608909370256097,1387889.8908118366,23.926279027669743,13.419805286893046
25,125860,1472.545902,0.016809481,1059.957356602126,0.28608909370256097,1580.311248899601,28.01872218974631,7.31830136861845
25,125850,2256.015194,0.01951368,1540.3638684071136,0.28608909370256097,2296.5587563311824,31.721919581756435,1.7971316167998435
25,125860,3084.707485,0.02202354,2086.3919528151127,0.28608909370256097,3110.6427556830204,32.36337763108475,0.8407692077493845
25,125860,4200.974078,0.024776975,2803.08914174225,0.28608909370256097,4179.180676252801,33.27525736419815,0.5187702028757654
25,125850,5525.178254,0.027612562,3677.3803676712787,0.28608909370256097,5482.6786429813765,33.44322665048847,0.7691989120505922
25,125860,13775.45003,0.039222905,8865.107873842993,0.28608909370256097,13217.16350991021,35.64560247007049,4.052764293536408
25,125850,18310.96022,0.043920196,11769.677249459308,0.28608909370256097,17547.643060719853,35.7233203062504,4.168635342489691
25,125860,24421.93184,0.049366352,15778.742954066955,0.28608909370256097,23524.837889461665,35.39109413030385,3.6733128092226126
25,125860,32684.68129,0.055469865,21133.536124996845,0.28608909370256097,31508.404238468775,35.34115894389116,3.598863458678155
25,125860,56884.91087,0.070010584,37879.72862795644,0.28608909370256097,56475.63166873136,33.40988313311487,0.719486406868023
25,125850,76878.8708,0.079050599,51351.563432590265,0.28608909370256097,76561.05487229092,33.20458157328937,0.4133982775786153
25,125860,172790.731,0.109835002,117122.9696966688,0.28608909370256097,174620.93674175037,32.2168677574095,1.059203657023922
25,125860,516365.5506,0.174572498,374162.01102766645,0.28608909370256097,557845.4937408109,27.53931578260743,8.03305780035336
25,125860,679260.437,0.194586228,491147.4525163613,0.28608909370256097,732261.3869751516,27.693793755227748,7.802743555805175
25,141250,1402.690272,0.015722493,1078.87900327144,0.28608909370256097,1608.521903689598,23.085015644035206,14.674061394616844
25,141260,3564.3754,0.022030551,2513.3341294593292,0.28608909370256097,3747.1792353612286,29.487389867539505,5.128635871553505
25,141270,4792.365224,0.024652885,3332.179392877061,0.28608909370256097,4968.011727184704,30.469001481990116,3.6651318289572776
25,141270,8888.402923,0.031370492,6096.126585147738,0.28608909370256097,9088.834901913031,31.41482628591073,2.254983045316108
25,141260,20972.82318,0.043845564,14108.355815041896,0.28608909370256097,21034.424884281314,32.73029723296463,0.2937215641052031
25,141260,37837.05515,0.055440615,25404.217308658186,0.28608909370256097,37875.64672512784,32.858893991758805,0.10199412976207038
25,141260,49742.16541,0.062379155,34140.73716492046,0.28608909370256097,50901.09583314179,31.364594035029853,2.329875295112915
25,141260,67223.83993,0.070299404,46067.68290734068,0.28608909370256097,68683.21358001349,31.471211767565155,2.1709168228609457
25,141270,89782.66539,0.07901177,61749.21625282534,0.28608909370256097,92063.11975407464,31.223676658965644,2.5399717798182437
25,141260,266704.6966,0.123182119,187930.1044385393,0.28608909370256097,280188.6851402648,29.5362598280771,5.055774687195657
25,141260,357572.7731,0.13939671,256220.23280987667,0.28608909370256097,382003.77928704926,28.344591063643072,6.832457061885081
25,141260,619011.8338,0.174385105,449157.1805757151,0.28608909370256097,669657.2655179666,27.439645568902684,8.181658080276682
25,141260,1026071.684,0.217229144,779023.679616081,0.28608909370256097,1161461.7101228978,24.07707066048604,13.194987078787543
25,158500,1187.754171,0.013945684,961.1403203751028,0.28608909370256097,1432.9829880409875,19.0791879462823,20.64642861531887
25,158500,1192.605834,0.013962225,964.0004338964022,0.28608909370256097,1437.2471874851317,19.16856295569637,20.513177657751736
25,158500,1641.045747,0.015521718,1257.0253468140465,0.28608909370256097,1874.1237874797114,23.400956425985203,14.203019075233101
25,158500,3044.949531,0.019662871,2274.0011268812013,0.28608909370256097,3390.352959425389,25.31892224386424,11.343486153346984
25,158500,4080.613099,0.022001189,3013.7778900985354,0.28608909370256097,4493.300670769709,26.143993145611,10.11337173501801
25,158510,5648.015608,0.024795404,4067.344958416309,0.28608909370256097,6064.084513310391,27.98630101773775,7.366638730974122
25,158500,13587.381,0.034832921,9534.31238850704,0.28608909370256097,14214.893669289597,29.829653054499317,4.6183489613605255
25,158500,18242.28949,0.039070247,12713.336161254098,0.28608909370256097,18954.562673235396,30.30843980289177,3.904516391025634
25,158510,24635.10959,0.043889165,17018.264240710952,0.28608909370256097,25372.864529715738,30.918658272910278,2.9947296845604905
25,158510,33238.5309,0.049446777,22946.1144702313,0.28608909370256097,34210.81290674604,30.965316911069312,2.9251654041847006
25,158500,44430.17965,0.055538822,30700.49098194876,0.28608909370256097,45771.965205318964,30.901717652746967,3.0199867880096805
25,158500,59069.01523,0.062594576,41432.26597118553,0.28608909370256097,61772.17939366799,29.8578691216391,4.576281072475216
25,158500,79066.42767,0.070340831,55507.35706449408,0.28608909370256097,82757.00925073496,29.796553733064247,4.6676973900203995
25,158500,107275.1057,0.07868076,73506.33629911739,0.28608909370256097,109592.04103386971,31.478663367919296,2.159807085484616
25,158500,139304.1316,0.08764964,96347.0877710747,0.28608909370256097,143645.76617632687,30.836877080051583,3.1166588718226333
25,158500,183014.8648,0.098134995,127893.16609752306,0.28608909370256097,190678.43416758016,30.118700337655273,4.187402687729737
25,158510,237859.9575,0.109393539,167927.75808715756,0.28608909370256097,250366.79396078805,29.40057677124677,5.258067222511829
25,158500,320931.3637,0.124021868,229988.0177894553,0.28608909370256097,342893.6545050333,28.337319500987334,6.8432983775194955
25,158500,556312.9256,0.155127902,403020.06889699947,0.28608909370256097,600870.5392185802,27.55514920629781,8.009451437879783
25,177820,1455.296582,0.0138175,1129.673591948588,0.28608909370256097,1684.2525539556125,22.375026099759783,15.732598755984197
25,177820,1947.216719,0.015486937,1503.5591037927645,0.28608909370256097,2241.685809631129,22.784192990859147,15.12256379877195
25,177820,2619.028052,0.017448006,2027.2784046353008,0.28608909370256097,3022.5092052443574,22.594246247680104,15.405759130233147
25,177830,3573.989819,0.019641038,2727.966444755576,0.28608909370256097,4067.178771311753,23.671678350811327,13.799394438391177
25,177820,4896.646627,0.022118764,3673.938222042166,0.28608909370256097,5477.546680431982,24.970321489319794,11.863221867571824
25,177820,8757.571039,0.027699311,6457.254113699594,0.28608909370256097,9627.247029630382,26.266608801189605,9.9305616449751
25,177820,15704.90259,0.034647347,11315.996999842184,0.28608909370256097,16871.24226269922,27.946086039097274,7.426596032769278
25,177820,21387.24118,0.039029124,15252.171386684706,0.28608909370256097,22739.761993623313,28.685653010040518,6.3239611048483635
25,177820,29039.82633,0.044044588,20650.855245208644,0.28608909370256097,30788.76583112446,28.88781423642679,6.022554960384502
25,177820,38777.3922,0.049356749,27472.60663274825,0.28608909370256097,40959.44900793074,29.153032026871962,5.627136545635839
25,177820,51692.85659,0.055604989,37039.06611046184,0.28608909370256097,55222.271404141335,28.347805569663453,6.827664491700963
25,177820,69575.88416,0.06254484,49738.41201916404,0.28608909370256097,74155.97573496796,28.511994321504808,6.582872255615695
25,177820,94829.7604,0.069932977,65801.94240973027,0.28608909370256097,98105.40880898289,30.61045168502791,3.454240942048071
25,177820,123936.1788,0.077929871,86318.5890393462,0.28608909370256097,128694.08037820204,30.352387918429024,3.8389932820827326
25,177820,216240.5996,0.097972878,153202.56892537052,0.28608909370256097,228412.7201203613,29.15180164651628,5.628970943882511
25,177820,290107.5928,0.110556402,207399.6166989566,0.28608909370256097,309216.16350444907,28.50941449094102,6.58671857569151
25,177820,381807.5464,0.124066086,276892.8985403803,0.28608909370256097,412825.0627992303,27.47841126998209,8.123861534872557
25,177820,508254.8668,0.138760394,366576.1474072441,0.28608909370256097,546535.580622795,27.875526364316546,7.531794838249647
25,199500,1359.728946,0.012814663,1125.0378946309459,0.28608909370256097,1677.3411017429996,17.260134974655024,23.35849043129804
25,199500,1295.823376,0.012308796,1017.0036473916059,0.28608909370256097,1516.2707198872365,21.51680034273391,17.012144399472266
25,199500,1713.519808,0.013811621,1357.4562681657142,0.28608909370256097,2023.8582213801187,20.779657064477064,18.11116579634653
25,199510,3131.491897,0.017493501,2454.818016752343,0.28608909370256097,3659.9364132073565,21.608674156108062,16.87516792598479
25,199500,4293.7631,0.019708545,3309.566514266049,0.28608909370256097,4934.297742167855,22.921539051233427,14.91779185879759
25,199500,5780.063046,0.022094211,4407.160950550108,0.28608909370256097,6570.722852655018,23.7523723274954,13.679086203085298
25,199500,7703.877937,0.024630936,5787.312274129146,0.28608909370256097,8628.417578061155,24.87793392553662,12.000964301638243
25,199500,13727.56106,0.030904106,10220.36263010223,0.28608909370256097,15237.739453933867,25.548591002936465,11.00106848793625
25,199500,18846.99738,0.034832872,13795.661875878437,0.28608909370256097,20568.22334660169,26.801805095393732,9.13262697446022
25,199500,34431.32807,0.044037148,24830.7755286396,0.28608909370256097,37020.69110836848,27.883189756265487,7.520369336623382
25,199500,46554.40586,0.049523869,33328.499686550545,0.28608909370256097,49690.115017875236,28.409569253708984,6.7355798016304815
25,199500,61598.99788,0.055728353,44803.16092176707,0.28608909370256097,66797.9129065139,27.26641266299921,8.43993442335185
25,199510,84808.51689,0.062311667,59278.47306270529,0.28608909370256097,88379.44018699709,30.103160346982822,4.210571565151552
25,199500,109976.8533,0.069162306,76985.98553829952,0.28608909370256097,114779.91845238417,29.99801028286057,4.367341861729886
25,199500,147898.0434,0.07801177,104107.95783663087,0.28608909370256097,155216.59984190264,29.60829268372128,4.948379487421028
25,199500,195279.9663,0.08743553,138557.74068796696,0.28608909370256097,206578.45796102184,29.046617882396188,5.785791484449798
25,199500,263199.8984,0.098734801,187903.7295877312,0.28608909370256097,280149.36235698446,28.607977917163506,6.439768426971574
25,199500,584646.126,0.136679366,424571.221392872,0.28608909370256097,633001.5759096743,27.379793945154447,8.270892042081918
25,199500,778826.1991,0.154512417,577369.2175415064,0.28608909370256097,860811.1105281924,25.866744312311816,10.526727467942521
25,223850,1741.014541,0.012876639,1370.0575968794617,0.28608909370256097,2042.6457899491547,21.30694117623331,17.32502755410098
25,223850,1568.169639,0.012336084,1230.4181420346642,0.28608909370256097,1834.4545830982975,21.53794389111596,16.980621067763032
25,223850,2071.805286,0.01383457,1640.033213542195,0.28608909370256097,2445.1577412869037,20.840378937898166,18.020634362205403
25,223850,3794.890527,0.017508207,2959.5017464433477,0.28608909370256097,4412.379301781672,22.013514608998687,16.27158334050337
25,223850,12211.32658,0.027588814,9252.353352534003,0.28608909370256097,13794.515402653029,24.231382299710784,12.964920823966924
25,223850,16267.93111,0.030793354,12186.458808943913,0.28608909370256097,18169.030876639954,25.089068016443587,11.686180337162458
25,223850,22632.85134,0.034926988,16710.88357091784,0.28608909370256097,24914.584649734974,26.165363259449403,10.081510612418368
25,223850,41569.50494,0.044218617,30184.675613294734,0.28608909370256097,45002.92593750129,27.387454681352924,8.2594704999662
25,223850,56012.09577,0.049662119,40380.33940261713,0.28608909370256097,60203.84140443602,27.907822680963168,7.483643625206238
25,223850,98906.6499,0.06175435,69727.0391809222,0.28608909370256097,103957.41270508159,29.502172754390095,5.106595775095182
25,223850,237281.9938,0.087801203,168458.7485824464,0.28608909370256097,251158.45812306492,29.004832653068174,5.848089903847109
25,223850,314961.8538,0.098621585,225426.99076380456,0.28608909370256097,336093.5296978646,28.427208551118653,6.709281026547166
